komentar_super_clean,label,prediksi_indobert,confidence
nanya kebengkel bg,0,0,0.9999328851699829
cakep amat,0,0,0.9998915195465088
numpang tanya dealer nya gabung ngak sama dealer cherry om,0,0,0.9998794794082642
ahok anies baru oke,0,0,0.9999206066131592
boleh ga beli 3 sekaligus klo ga boleh ga jadi nih,0,0,0.9999293088912964
intinya asal tampil ngomong apa gak tau dah,0,0,0.9999237060546875
realitanya yang penting mesin awet saat balapan dia akan menang,0,0,0.9999123811721802
blunder terbesar wowo adalah membuat acara ini,0,0,0.9999277591705322
kereeen,0,0,0.999916672706604
ko ngga hari jumat,0,0,0.9999186992645264
yuriahgunadi6119 emang kamu ngeh,0,0,0.9999260902404785
lcd flexible rawan bang fix bukan buat kaum mendang mending,0,0,0.9999347925186157
3 bang salam jepe a l e x i s 1 7,1,1,0.9996875524520874
baru ini presiden yg mau terbuka dan mejelaskan,0,0,0.9999254941940308
gak ngalahin serunya main alexis17,1,1,0.9999358654022217
mantap jiwa raga main di dora77 cuan terus menerus tanpa ada jeda,1,1,0.9998805522918701
semangat terus bg dipo,0,0,0.9999334812164307
alexis17 oh viral tenan,1,1,0.9999362230300903
0 32 minggir lu miskin,0,0,0.999920129776001
kaizenteam7 respect ini nih,0,0,0.9999297857284546
bandara swasta itu berbahaya bagi kedaulatan ga siy,0,0,0.9999265670776367
alexis17 tuh emang bener bener ngasih peluang orang sultan sejati,1,1,0.9999371767044067
ya intinya kalau ada spam judol langsung report aja,0,0,0.9999300241470337
kebangkitan cuan weton88,1,1,0.9995864033699036
help i cant take it anymore,0,0,0.9999300241470337
dapet scatter hitam k o i s l o t saldo langsung bengkak,1,1,0.999675989151001
komen judolnya om tolong di kondisikan,0,0,0.9999356269836426
eh bro alexis17 event spesial nih hadiahnya rumah mewah,1,1,0.9999390840530396
lah ini dia ngelantur,0,0,0.9999326467514038
kebangkitan cuan sgi88,1,1,0.9998045563697815
baru tau pabrik erspo di bdg sy orng bdg aja ga tau,0,0,0.9999223947525024
banget dapet sketer,1,1,0.9999091625213623
gak usah banyak bicara l kau bilang 10 kata salahmu 45,0,0,0.9999011754989624
gini contoh sdm rendah nggak ngerti isi pembicaraan presiden,0,0,0.9999263286590576
24 24 apa sih,0,0,0.9999114274978638
absenn massss,0,0,0.9999260902404785
gak skill jago menang alexis17,1,1,0.999934196472168
9 26 langsung tamat kek nya kalo modif motor,0,0,0.9999234676361084
apaan jangkauan kecil,0,0,0.9999217987060547
main bareng temen p u l a u w i n emang seru,1,1,0.9996223449707031
diberkahi kakek zeus nikmat ampun mandalika77 toppppp,1,1,0.9999182224273682
dewadora maxwin pecah terus,1,1,0.9997389912605286
emang gak se fair alexis17 deh,1,1,0.9999392032623291
sayangnya chipset masih ampas,0,0,0.9999299049377441
keberuntungan bikin cinta gustoto hasilnya,1,1,0.9998769760131836
oke gas oke gas nomor 2 torang gas,0,0,0.9998949766159058
gagah banget,0,0,0.9997989535331726
alexis17 real tuh dah gw coba bnrn gac0r,1,1,0.9999370574951172
m i y a 8 8 kasih pengalaman main beda seru,1,1,0.9997226595878601
sama gue juga nyumbang 1 dislike,0,0,0.9999278783798218
wede cepat dan proses gampang recommended,1,1,0.9998961687088013
sesi ngalor ngidul yang sangat berisi,0,0,0.9999241828918457
busett cerahh banget weton88 encess koinya ngasih mulu,1,1,0.9997879862785339
seminggu join alexis17 gue udah beliin ortu kulkas pintu,1,1,0.9999395608901978
makasiii banyakkkk,0,0,0.9999136924743652
seminggu main alexis17 gue udah ganti kulkas pintu,1,1,0.9999393224716187
md btp 2029 cocok ini,0,0,0.9999212026596069
rame banget nih alexis17 tongkrongan sih,1,1,0.9999419450759888
setujuh banget,0,0,0.9999034404754639
klo kamu gak yakin dgn keputusanmu buat apa ngambil keputusan,0,0,0.9999158382415771
sempet ga percaya eh bener gua maxwin diga ru da ho ki,1,1,0.9996803998947144
honda maestro juga bisa belok juga roda blakang nya,0,0,0.9999189376831055
alexis 17 emang paling top dah ga pernah bikin kecewa,1,1,0.9999312162399292
mau dong mandalika77,1,1,0.9999010562896729
anggorodps 9 buzzer teriak buzzer,0,0,0.9999327659606934
seminggu join alexis17 gue udah beliin ortu hp,1,1,0.9999380111694336
tim gercep alexis17 nih,1,1,0.9999370574951172
gw lg di toko hp bang lgi milih warna mau beli 2,0,0,0.9999289512634277
bawa powerbank bang,0,0,0.9999315738677979
hasil gacir dora 77 bikin seru mantap banget,1,1,0.9998660087585449
absen dari hoki777 kalian dari mana aja,1,1,0.9998028874397278
gue udah ga bayangin hidup alexis17 udah sumber penghasilan,1,1,0.9999376535415649
rangka esaf minder tuh,0,0,0.9998973608016968
1 jt views maka 1 jt calon pembeli,0,0,0.9999245405197144
auto emosi,0,0,0.9997989535331726
gue sih udah ga move on alexis17 gacor bikin kecanduan,1,1,0.9999345541000366
hm dari bahas mbg lalu pangan tiba2 bahas yg lain,0,0,0.9999289512634277
best ever,0,0,0.999612033367157
om review mobil koenigseg jesko yg baru datang di tda dong,0,0,0.9999315738677979
bng coba game zeus x 1000 sgi88 gampang bet pecah,1,1,0.9998812675476074
jepe kali maen puas banget,1,1,0.999902606010437
isi konten tulang semua lebih daging komennya ahahahahhah,0,0,0.9999281167984009
2029 gibran bahlil siap mengguncang,0,0,0.9999254941940308
salam sgi88 gampang jepe sehat,1,1,0.9998869895935059
di hp kok ga keliatan ya yg dislike brp,0,0,0.999930739402771
saya salah 1 org yg dislike dr puluhan ribu lain a masssssss,0,0,0.9999302625656128
jawaban prabowo seperti bercerita dan membantah,0,0,0.9999245405197144
gak pake anti gores tapi pake skotlet,0,0,0.9999102354049683
pengen beli besok tapi pas liat jarak tempuh nya pendek cancel aja,0,0,0.9999234676361084
intinya muter2 cari penumpang,0,0,0.9999241828918457
main d w dora bikin kantong tebal rezeki melimpah ruah,1,1,0.9997251629829407
kalau ahok anis baru saya setuju,0,0,0.9999246597290039
manonthemoon1204 uuuhh sakit banget,0,0,0.9998940229415894
bedanya alexis17 ya pokoknya,1,1,0.9999383687973022
maen santai big win,1,1,0.9997636675834656
ada mobil si tampans semua wanita dpt dimiliki dan fokus karir,0,0,0.999923586845398
duo bapak bapak duta persahabatan otomotif,0,0,0.9999250173568726
bolehh tuhh modif motor,0,0,0.9999322891235352
aku yg baru pertama nonton video ini langsung cek kolom komentar,0,0,0.9999287128448486
gimana ndji keren gk pak ahok,0,0,0.9999294281005859
saya depo barusan 3x dan wdnya sudah 7 kali di mandalika77,1,1,0.999919056892395
gak pengalaman menang alexis17,1,1,0.999931812286377
kerjaan numpuk bikin mager butuh semangat alexis17,1,1,0.9999395608901978
setelah pak presiden next wakilnya boleh yaaa,0,0,0.999922513961792
gila updatean alexis17 keren gokil banget,1,1,0.9999387264251709
absen hoki777 aja,1,1,0.999822199344635
silap admin juga ngak minta no akun buat bukaan,0,0,0.9999289512634277
rezeki gak putusnya makasi alexis17,1,1,0.9999352693557739
triton cakep banget,0,0,0.9493182301521301
coba weton88 gak ribet salam petir x 500,1,1,0.9996887445449829
kebangkitan cuan sgi88,1,1,0.9998045563697815
gak pusing mikirin biaya nikah kalo udah join alexis17,1,1,0.9999397993087769
anies jauh di bawah pak basuki,0,0,0.9999215602874756
si paling tercepat,0,0,0.9999092817306519
cuma buat bikin kesel,0,0,0.9999294281005859
mhhaekal dia mah emang caper aja itu akun punya dia sendiri coy,0,0,0.9999330043792725
bang kapan crosstrek jadi bang,0,0,0.999933123588562
alexis17 penyelamat genting,1,1,0.999935507774353
ngomong kayak kumur kumur gk ada manfaatnya,0,0,0.9999208450317383
gue sih udah ga heran kalo alexis17 trending instagram,1,1,0.9999399185180664
lebih baik tanya ke yt dokter mobil indonesia aja,0,0,0.999925971031189
gokil ko ruby wkwkwk makasih sudah meluangkan waktunya,0,0,0.9999252557754517
jepey gmpng banget weton88,1,1,0.9996652603149414
cumi2 g ada bang,0,0,0.999932050704956
pulau777 tampilannya elegan banget,1,1,0.9996629953384399
douzheng bintangtodjoe terus bernegara yg baik harus ikuti katamu,0,0,0.9998835325241089
dora77bikin hidup lebih berwarna rezeki datang silih berganti,1,1,0.999843955039978
yang lain kerja ini malah kampanye,0,0,0.9999265670776367
main agustoto nggak nyangka rezeki langsung sekejap,1,1,0.9998973608016968
gercep banget,0,0,0.9998117089271545
sama saya juga,0,0,0.9999275207519531
rezeki alexis17 makasih keberuntungannya,1,1,0.9999357461929321
salut bang keren kontennya salam jepe sgi88,1,1,0.9998910427093506
sehari join alexis17 gue udah dapet cuan dp rumah,1,1,0.9999406337738037
banjaran pt greentex,0,0,0.9998074173927307
emang gak obatnya sih keseruan alexis17,1,1,0.9999402761459351
gue sih udah ga heran kalo alexis17 trending sosmed,1,1,0.999940037727356
ada kawan saya katanya di samarinda ampe skrg blom dpt,0,0,0.9999232292175293
comeeee on,0,0,0.9999210834503174
sabar bang ngadepin otang fikiran pendek,0,0,0.999903678894043
alexis 17 emang ga ada matinya tiap hari makin rame aja,1,1,0.9999353885650635
harga jaecoo j7 mirip sama zenix,0,0,0.9999247789382935
kereeeennnnnnnnnn,0,0,0.999913215637207
skill combo keren parah alexis17 terpukau,1,1,0.999936580657959
9 33 gass mas bikin modifikasi motor bosan mobil terus,0,0,0.9999258518218994
up,0,0,0.9999175071716309
ini langsung di operasi in operator no cut ga ada edit after nya,0,0,0.9999260902404785
gue cek notif alexis17,1,1,0.999941349029541
yok om mobi om fitra dan om ridwan ke aceh,0,0,0.9999302625656128
menit ke 34 kata abang ojol bang udh bang gw bkn lawan lu,0,0,0.9999288320541382
the goattt,0,0,0.999829888343811
langsung panas dingin,0,0,0.9993897676467896
sebulan main alexis17 gue udah dp mobil mewah,1,1,0.9999417066574097
anjir udh serius asik tiba2 skakmat wkwkwkkw anjer wkwkkw,0,0,0.9999179840087891
a l e x i s 1 7 emang top dah ga bikin kecewa sampe kiamat,1,1,0.999637246131897
jiwa pedagang memang,0,0,0.9998974800109863
korneliahae jadi bagian orng2 skeptis aja bangga bener mbak,0,0,0.999914288520813
bener bener nyeleweng jawabannya pas dicecar malah habis waktunya,0,0,0.9999053478240967
mending j2 prime gak sih,0,0,0.9999102354049683
masterpice telah tercipta,0,0,0.9999183416366577
temen gue bilang alexis17 tuh bikin nagih abis,1,1,0.9999397993087769
pernah pakai huawei zaman huawei jiplak blackberry,0,0,0.9999228715896606
tinggal ganti kaki jadi mobil relly,0,0,0.9999281167984009
ngomong apa jawab apa,0,0,0.9999284744262695
harusnya 8 lipat sih biar sekalian jadi monitor,0,0,0.9999303817749023
dapet perek uzbek 5 biji itu,0,0,0.9971047043800354
makin ngawurrr,0,0,0.9999290704727173
review silvia rb,0,0,0.9999092817306519
mobil oke tapi kurang di interior tombol fisiknya minim,0,0,0.9999256134033203
emang gak se seru alexis17 deh,1,1,0.9999394416809082
gak malu kah gw malu bngt co indonesia dipimipin kaya gini,0,0,0.999901294708252
berkembang arhan semangattt salam weton88 gampang jepe,1,1,0.9998496770858765
emang gak ngalahin serunya alexis17,1,1,0.9999396800994873
gue sih udah anggep alexis17 kaya rumah aja betah banget mainnya,1,1,0.99993896484375
andai huawei pake android produsen hp lain pasti terguncang,0,0,0.9999239444732666
seharga monumen biawakkkk gaiss,0,0,0.9999252557754517
baru seminggu join alexis 17 gue udah bisa beliin ortu kulkas baru,1,1,0.9999362230300903
aktivitas pulauwin pelarian asik,1,1,0.9991458654403687
thumbnainya diganti ya,0,0,0.9999324083328247
ngomong yg penting yang penting ngomong,0,0,0.9999303817749023
akhirnya yg di tunggu2 weton88,1,1,0.9996261596679688
admin judol ya lu izurzuhri,0,0,0.9999268054962158
nyesel pilih prabowo,0,0,0.9999101161956787
bla bla bla ble ble ble blu blu blu,0,0,0.8147163391113281
wallahi we doomed,0,0,0.9999299049377441
kereeen bgt dipoo,0,0,0.9999198913574219
terimakasih mandalika77 menang super hoki keren tepercaya dan nyata,1,1,0.9999047517776489
pulau777 tampil dengan desain modern,1,1,0.9996780157089233
gw demen gas weton88 wkwkwkww seru sering2 sih mah,1,1,0.999739944934845
gue sih udah buktiin kekuatan alexis17,1,1,0.9999401569366455
turu aja mas,0,0,0.9999252557754517
gue nyari resep mie goreng yang keluar malah iklan p u l a u w i n,1,1,0.9993316531181335
weton88 uhuy,1,1,0.9991599321365356
modal untung d r 77 mantap banget,1,1,0.9998319149017334
ngomongin alexis17 ikutan kepo,1,1,0.9999403953552246
selamat mas dipo atas kerja kerasnya tim nonton doang komen kagak,0,0,0.9999279975891113
belum nemu bro nanti di part berikutnya kali mikir positif aja dlu,0,0,0.9999321699142456
anam1431 bisa aja sayah,0,0,0.9999312162399292
croxell00 yang jelas selain 02,0,0,0.9999314546585083
ditunggu review supra nya,0,0,0.9999260902404785
maen lgsng jepek wede lancar banget,1,1,0.9999161958694458
wkwkwk ngalir aja gt santai,0,0,0.9999290704727173
kesini cuma pengen baca komen aja tp videonya gak tak lihat muak,0,0,0.9999276399612427
swert bonanja gacir hari ini mntp,1,1,0.9998143315315247
disini terlihat dimana yg pure jurnalis,0,0,0.999927282333374
kencengan mana sama 2gd,0,0,0.9999110698699951
ketinggalan 4 menit,0,0,0.9999059438705444
kesini cuma buat mau bacain komentar nya maaf ya,0,0,0.9999333620071411
kreator yg bahas ngarang banget game bikin orang bangkrut hrm,1,0,0.9994857311248779
dari pada beli hp mahal mahal mending duit nya buat michat,0,0,0.9999254941940308
ndasmu gelapp,0,0,0.9999246597290039
undang bang adiaaaannn,0,0,0.9999350309371948
jepe wede gampang banget,1,1,0.9999055862426758
isi kosong bikin bete,0,0,0.9998513460159302
ahok anis baru ok,0,0,0.9999227523803711
0 03 keren coba bang gas sgi88,1,1,0.9998635053634644
pulau777 tampilan keren fitur lengkap,1,1,0.9997259974479675
bayangkan ivan motors masukin aston martin one 77 gokil,1,1,0.9881244897842407
si alexis17 rajin banget udah rebahan pagi,1,1,0.9999406337738037
auto jepey weton88,1,1,0.9996670484542847
weton88 bikin maxwin gampang,1,1,0.9995287656784058
di hapus lagi link w,0,0,0.9998546838760376
jepe trs tiap hari cuma di dora77,1,1,0.9998469352722168
buat penjara untuk koruptor di gunung anak krakatau pak presiden,0,0,0.9999188184738159
34 42 backsound lama telah kembalii,0,0,0.9999160766601562
gila pajaknya di china 30 juta masuk di indo jadi 50 juta,0,0,0.9999127388000488
akhirnyaa salam weton88 gampang jepe,1,1,0.9997945427894592
konten keren banget menjelaskannya main bagus bang sgi88,1,1,0.9998316764831543
dapet notif skakmat ahok auto klik,0,0,0.9998212456703186
aku malam ini klaim bow 77 master rezeki,1,1,0.9997175335884094
huawei luar biasa,0,0,0.9998937845230103
temen sekamar aja udah main alexis17,1,1,0.9999372959136963
ditunggu bg bimo turun balap lagi,0,0,0.9999198913574219
gue pergi aja nyebut pulauwin,1,1,0.9989008903503418
full sponsor,0,0,0.9999045133590698
gue udah ga bayangin hidup alexis17 udah mata pencaharian,1,1,0.9999397993087769
sound og diakhir video,0,0,0.9999284744262695
gapercaya garuda hoki gampang menang,1,1,0.9998611211776733
menang berkat pawpaw4d pilihan,1,1,0.999738872051239
lancar lancar bang salam jepe weton88,1,1,0.9997674822807312
napoleon tipis tipis,0,0,0.999817430973053
adeirmasari3775 walaupun katanya hanya sekolah smp ya mas,0,0,0.9999340772628784
3 bang salam jepe weton88,1,1,0.9996446371078491
wow unexpected guest,0,0,0.9999268054962158
ga kebayang rasa cape nya tim gd di kejar waktu,0,0,0.9999213218688965
naskah chat gpt,0,0,0.9998328685760498
gue rela ninggalin platform fokus alexis17,1,1,0.9999418258666992
rekomen hape android dong budget 4 6 jt,0,0,0.9996581077575684
kayanya bakal fokus ke mobil dipo sama farrel dulu gk sih,0,0,0.9999309778213501
emang gak se gampang alexis17 kalo dapetin cuan,1,1,0.9999345541000366
jawabnya yntkts,0,0,0.999934196472168
lebih tertarik baca komentarnya netizen ya ada yang sama kah,0,0,0.999932050704956
mandalika77 gachor bgt menang terus,1,1,0.999885082244873
semangat mas dipo rebuild lagi kemaren crash di test,0,0,0.9999289512634277
maaf saya ngga kuat saya sudahi nonton di menit 5,0,0,0.9999202489852905
karna penta prima sponsor elite,0,0,0.9983218312263489
gw beli redmi note 5 pro aja udah alhamdulillah banget,0,0,0.999840259552002
alexis17 emang top gak ngecewain,1,1,0.9999380111694336
corsstrek nya manaaaaa,0,0,0.999932050704956
terkutuk untuk semua bandar jga yg menyesatkan kecuali mandalika77 karna cm dia yg gacir haha,1,1,0.9999043941497803
sejauh ini ini yang lebih banyak di dislikenya,0,0,0.999934196472168
layak dapat like tertinggiii,0,0,0.999923586845398
mantap bang keren sukses selalu,0,0,0.9999270439147949
asli keren bgt ini mobil,0,0,0.9999293088912964
sketer muncul terus auto jepek,1,1,0.9999068975448608
malam ini keberuntungan besar datang dari dora77 seru banget,1,1,0.9998863935470581
aduhai skete r r ejeki banget bos,1,1,0.9989476799964905
jangan mulai nangis2 kaya 11 100 dibawa happy aja,0,0,0.9997777342796326
style taktis kayak gini yang diperlukan sebagai leader indonesia,0,0,0.9999268054962158
jepe kali maen auto betah,1,1,0.9999032020568848
responsible keren,0,0,0.9999111890792847
ini mah ngehina,0,0,0.9999333620071411
petir koislot dateng pas butuh hiburan,1,1,0.9997819066047668
gak skill khusus sukses alexis17,1,1,0.9999369382858276
menang d o r a 7 7 denger cerita sukses orang,1,1,0.9996206760406494
real ahahahhaah,0,0,0.999933123588562
gass zik modif xmax,0,0,0.9999246597290039
baru pakai zfold 6 4bln langsung gigit jari liat ini edaaaaannn,0,0,0.9996634721755981
baru maen lgsng makswin gg banget,1,1,0.9997217059135437
sebulan main alexis17 gue udah beli furniture,1,1,0.9999386072158813
episode yang ditunggu tunggu,0,0,0.9999241828918457
0 02 keren weton88 terbaik menang mudah,1,1,0.9996304512023926
ya amfuuuuuuuuuuuuuuuun,0,0,0.9999228715896606
semangat bosqu terbaik probet855,1,1,0.9999092817306519
kerennn contentnya bang cari situs sgi88,1,1,0.999855637550354
miris 1 keluarga dibenci 1 negara,0,0,0.999923586845398
wkwkkwwkk emang bener 11 100,0,0,0.9998341798782349
rezeki nggak kemana makasih alexis17,1,1,0.9999351501464844
alexis 17 gacor menang,1,1,0.9999254941940308
lama2 bangkrut juga ni bossnya mandalika77 soalnya profit trus aku main dari kemaren wkkwkw,1,1,0.9999227523803711
58 akan membela walaupun tau itu salah,0,0,0.9999253749847412
cocok ni buat dogeng buat nidurin anak,0,0,0.9999326467514038
gua sih ga pernah ragu rekomendasiin alexis 17 ke temen temen gua,1,1,0.9999361038208008
gue sih udah buktiin sendiri kehebatan alexis 17,1,1,0.9999369382858276
25 19 pak ahok menyelamatkan durasi video kali ini supaya jadi panjang,0,0,0.9999325275421143
prabowo tu negarawan sejati brow,0,0,0.999916672706604
harmony os melebihi google,0,0,0.9999215602874756
they don t get paid enough or not smart enough easy,0,0,0.9999104738235474
di menit 06 43 09 00 14 48 mobilnya ganteng,0,0,0.9999147653579712
anak abah diem aja,0,0,0.9999128580093384
feri amsari juga,0,0,0.9999071359634399
kelaaazzz bgt karbida fc,0,0,0.9998598098754883
retnowulandari1737 ya begitu dah,0,0,0.9999303817749023
kek mobil rally bang,0,0,0.9999263286590576
berani nya bicara sendiri dialog dong mas samsul,0,0,0.9999332427978516
alexis17 bikin maxwin gampang,1,1,0.9999103546142578
cuma bisa ngimpi,0,0,0.9999295473098755
ribet bngtt sii konsepnya,0,0,0.9999268054962158
lapar banget pengen bangun pagi kayak alexis17,1,1,0.99993896484375
sgi88 bikin ketagihan,1,1,0.9997937083244324
rezeki weton88 bikin hariku bermakna terima kasih,1,1,0.9996840953826904
selalu seru kalo ngobrol sama pak ahok,0,0,0.9999285936355591
gk bakal ilang si kecuali kiamat,0,0,0.999924898147583
kasian tempo alqaeda gak di ajak awowowowok,0,0,0.9999141693115234
bro berpikir bro adalah ferry irwandi,0,0,0.9999260902404785
keren suatu saat hape bisa dikuwas kuwes,0,0,0.9999315738677979
gue kira cuma trend sesaat tapi pulauwin makin menggila,1,1,0.9988117218017578
hasil alexis17 bangga beralih tukang koran bos warung,1,1,0.9999353885650635
0 03 keren coba bang gas weton88,1,1,0.9996721744537354
fanboy nya iphone sembunyi di pojokan meja dapur,0,0,0.9999251365661621
orang bilang alexis17 tuh bener bener ngubah financial,1,1,0.9999394416809082
ertepe nya banget nggak nyesel maen,1,1,0.9997814297676086
34 04 gila itu depan nya ngangkat,0,0,0.9999308586120605
semangat bosqu terbaik sgi88,1,1,0.9998875856399536
sedih sekali gak rela dengan kepemimpinan ini,0,0,0.9999274015426636
muncul medsos alexis17,1,1,0.9999392032623291
iya lagi hahah dulu di remehin banget,0,0,0.9999289512634277
petir merah muncul auto makswin,1,1,0.9994493126869202
bang all new triton dong kapan offroad,0,0,0.9999308586120605
anies gak usah ngelawak,0,0,0.9999229907989502
yakin ntar dinasehatin sama yang expert dijawab ndasmu loh,0,0,0.9999288320541382
maizarindra498 gua nonton full tapi ahhhhsudahhhhlahhhh,0,0,0.9999325275421143
bonus bapak luuu,0,0,0.9999270439147949
bismillah prof mahfud ahok,0,0,0.9999223947525024
kata tmn gw mandalika77 rame bgt tuh situs bre gila,1,1,0.9999167919158936
jurnalis tempo sama metro tv kemana kok gak ada di ajak,0,0,0.9999282360076904
nyesel gue bagian dari tone deaf waktu pemilu,0,0,0.9999210834503174
main pawpaw4d hoki,1,1,0.9998255372047424
aku udah beli emang gila sih,0,0,0.9999105930328369
gak pusing mikirin biaya pendidikan kalo udah join alexis17,1,1,0.9999390840530396
bukanpemudaormas1340 biggest yapper,0,0,0.9998953342437744
skketer di alexis17 gokil gokil sih,1,1,0.9999364614486694
real pejabat yg dibenci rakyatnya,0,0,0.9999219179153442
anggorodps 9 ini akun baru dimana mana nongol terus ngebelain om prabski ckck,0,0,0.9999241828918457
sipaling mana2 cok alexis17 hduh,1,1,0.9999315738677979
baru sadar mas dipo ada kumisnya hehe,0,0,0.999934196472168
dah ah tobat gk maengaruda hoki lg abis maxwin soalnya,1,1,0.9997803568840027
parah banget agustotobikin candu berat susah banget buat berhenti,1,1,0.9998618364334106
auto jepey sgi88,1,1,0.9998652935028076
gokil sih hp ini dengan lipat 3,0,0,0.9999227523803711
keren bangun mobil cuman 4 bulan,0,0,0.9999157190322876
pulau777 terbaikk jepe terus bro,1,1,0.9998723268508911
mending sugeng menjawab,0,0,0.9999269247055054
479 like vs 4 5 rb disklike waw bntar lagi bakal dihapus ini,0,0,0.999929666519165
terima kasih min alexis17 wede 8 000 000 masuk,1,1,0.999930739402771
gue sih percaya aja alexis17 gak ngecewain,1,1,0.9999372959136963
19 jt lapangan kerjax apa kabar pak,0,0,0.9999252557754517
main di agustotorasanya kayak mimpi hasilnya langsung melimpah,1,1,0.9998741149902344
pebriyandwip5830 apa contoh nya,0,0,0.9999343156814575
episode paling seru so far baik dari obrolannya maupun main caturnya,0,0,0.999932050704956
nonton tanpa baca komen itu lebih baik,0,0,0.9999299049377441
review request a90 supra midnight purple s15 hks gtr,0,0,0.9999221563339233
update alexis17 gokil banget sih,1,1,0.9999412298202515
buset serius skketer zeus alexis17 5,1,1,0.9999319314956665
gue sih percaya aja alexis17 gak ngecewain,1,1,0.9999372959136963
rp 5 000 terkumpul semangat cari sisanya,0,0,0.999921441078186
lah lu tuli ya jelas jelas uda dijawab tu kasian dah wibu ni,0,0,0.9999328851699829
semangat bosqu terbaik alexis17,1,1,0.9999396800994873
semua orang bilang alexis 17 tuh blessing banget,1,1,0.9999370574951172
ahoookkkkk,0,0,0.9999216794967651
bro sibuk sih alexis17 bagi bagi bonus deposit gede banget nih,1,1,0.9999393224716187
intinya kerja kerja kerja,0,0,0.9999227523803711
presiden sekeren ini kok masih ada yg nyinyir,0,0,0.9999274015426636
nggak ngeh pak ahoook,0,0,0.9999346733093262
terbaik kak salam weton88,1,1,0.9997157454490662
gue udah nemu jalan ninja gue alexis17,1,1,0.999940037727356
terbaik kak salam sgi88,1,1,0.9998776912689209
miya88 sensasi bermain bikin penasaran keseruannya bikin nagih,1,1,0.9997790455818176
wede 2 kali hari ini sketer terus,1,1,0.9998682737350464
iphone bisa gini gk kaum apple yg suka hina android panik,0,0,0.9999276399612427
pulau777 selalu kasih pengalaman baru,1,1,0.9996352195739746
utang sit oleh ra ki,0,0,0.9997355341911316
semua orang bilang alexis 17 tuh bener bener bikin ketagihan,1,1,0.9999319314956665
the best sgi88 byar,1,1,0.9998712539672852
mercedes tetap konsisten ga ikut iims,0,0,0.999922513961792
pak saya nonton lebih 3 jam dan saya khawatir,0,0,0.9999309778213501
koislot ngasih spesial gabung,1,1,0.9997534155845642
swert bonanja gacir pol puas banget,1,1,0.9998555183410645
sangat uwow,0,0,0.9999182224273682
gak pusing mikirin biaya persalinan kalo udah join alexis17,1,1,0.9999384880065918
ya allah blm lama beli pura dah ada lgi yg baru,0,0,0.9999237060546875
modal wede gacir abis,1,1,0.9999071359634399
modal 50 ribu jepe lgsng wede,1,1,0.9999085664749146
buat video full review crosstreknya dong mas dipo,0,0,0.9999374151229858
keren parah nie hp sayang bukan market gw aja,0,0,0.9999334812164307
asyariiiii kocak lu,0,0,0.9999332427978516
gas jadikan pesona semua maz,0,0,0.9999226331710815
cuy serius nanya alexis17 beneran sebagus,1,1,0.9999386072158813
yakaan hebat btt gada yg gebrag meja,0,0,0.99988853931427
gw main alexis17 nih skrg emg alexis17 berkualitas,1,1,0.9999393224716187
tugas sekolah sepertinya,0,0,0.9999293088912964
alexis17 sih heboh banget gila,1,1,0.999940037727356
gw kasi kisi2 lembut sikit bermain la di mandalika77 anak baru nih brani kasi wr tinggi2 wkwkwkwk kita gas supaya kapok,1,1,0.9999129772186279
obell support duit bpk vs farell support jalur bpk,0,0,0.9999209642410278
gabisa brooo di potong moderatornya,0,0,0.9999339580535889
mau beli tp kpn do indonesia timur,0,0,0.9999247789382935
orang bilang alexis17 tuh bener bener mengubah hidup,1,1,0.9999397993087769
busett cerahh banget weton88 encess koinya ngasih mulu,1,1,0.9997879862785339
bro tau ga alexis17 udah support bank e wallet potongan,1,1,0.9999374151229858
bro lo udah cobain alexis17 dijamin nagih abis,1,1,0.9999396800994873
gak gelar sarjana menang alexis17,1,1,0.9999377727508545
emng bener kemarin udah coba probet gas ahh sgi88 kawan berbuah manis,1,1,0.9998592138290405
aku langsung beli bakso,0,0,0.9999239444732666
berkembang arhan semangattt salam weton88 gampang jepe,1,1,0.9998496770858765
sebulan main alexis17 gue udah liburan lombok,1,1,0.9999362230300903
mulai langkah baru di 2 34 mandalika77,1,1,0.9998708963394165
tetangga gue kepo penghasilan alexis17,1,1,0.9999393224716187
pretty much xd,0,0,0.9999268054962158
rezeki alexis17 makasih keberuntungannya,1,1,0.9999357461929321
mantep bener,0,0,0.9972547888755798
gue ampe nangis ketawa2 mana maen catur diralat,0,0,0.9997828602790833
lancar lancar bang salam jepe sgi88,1,1,0.9998687505722046
bro tau ga alexis17 udah support bank e wallet potongan,1,1,0.9999374151229858
m a n d a l i k a 7 7 selalu tampil dengan fitur baru,1,1,0.999491810798645
luh keren panji pragiwaksono anggota dprd 2029 2034,0,0,0.999923825263977
gak khawatir tua kalo udah gabung alexis17,1,1,0.9999370574951172
ipknya ndlosor tapi omongannya selangit hadeuhhhh,0,0,0.9999232292175293
episode paling lucu hahha,0,0,0.9999338388442993
fender belakang nya yg rada aneh mas dipo,0,0,0.9999336004257202
semoga rezeki yang berasal dari mandalika77 membawa manfaat bagi sesama,1,1,0.9999188184738159
zoe tw kasian 2025 masih alergian,0,0,0.9999269247055054
tahun ini privater ya bang ga di rekrut tim2 pihak lain,0,0,0.9999300241470337
nonton dengan kecepatan 1 25x lebih baik,0,0,0.999900221824646
tidak menjawab sama sekali dari keluh kesah rakyat,0,0,0.9999279975891113
